round,variant,sampled_seconds,cpu_one_core_percent,footprint_median_mib,ready_seconds,restore_seconds,health_probe_gap_seconds
0,frequent,58.69348524999805,40.68193610465617,887.001579284668,1.8309449579101056,1.3807737499009818,0.18034350872039795
1,startup-fast-steady-slow,57.17757762502879,10.096390983644952,937.173454284668,1.4150643751490861,1.2860026250127703,1.1165069341659546
2,frequent,58.83928287494928,45.61013142705325,938.485954284668,1.3011532921809703,1.6806301660835743,0.1997370719909668
